date_price,open,high,low,close,volume,rs_14,rsi_14
2023-05-13 04:00:00,0.427312,0.427312,0.427312,0.427312,1253670650.615475,,
2023-05-13 08:00:00,0.428174,0.428174,0.42709,0.427271,827495973.032202,0.0,0.0
2023-05-13 12:00:00,0.428454,0.428747,0.428367,0.428747,695402623.1764895,38.76923076921764,97.48549323017325
2023-05-13 16:00:00,0.427917,0.427917,0.425801,0.426301,608281184.6400888,0.5523486413965277,35.581481290158024
2023-05-13 20:00:00,0.426695,0.428147,0.426299,0.428147,480013365.38676494,1.353524761229158,57.51053838593407
2023-05-14 00:00:00,0.426704,0.426704,0.425686,0.425992,401383427.9821559,0.6743250048786515,40.27443912703937
2023-05-14 04:00:00,0.425562,0.425613,0.423655,0.425613,400964522.00299317,0.6157992417838258,38.111123328909954
2023-05-14 08:00:00,0.427222,0.427758,0.427169,0.427758,380016949.4091078,1.1447930524456436,53.37545508832519
2023-05-14 12:00:00,0.426797,0.427552,0.426783,0.427166,362150259.0270548,0.9892546033608683,49.72991399338784
2023-05-14 16:00:00,0.427314,0.429145,0.427314,0.429145,367103459.80881995,1.4783792531199753,59.651050228042266
2023-05-14 20:00:00,0.431027,0.431027,0.426413,0.426413,392826025.7146381,0.8559520455925396,46.11929751230531
2023-05-15 00:00:00,0.425761,0.427468,0.425761,0.427468,385992109.526193,1.0310411644130095,50.76416876617025
2023-05-15 04:00:00,0.42655,0.429092,0.423505,0.429092,481758840.840274,1.3212946245298154,56.92059123246569
2023-05-15 08:00:00,0.428687,0.430735,0.427867,0.427867,613120716.7956654,1.0691964687670352,51.67206134872894
2023-05-15 12:00:00,0.426401,0.429161,0.426401,0.427573,687860508.0605507,1.0189485386580752,50.46926749977168
2023-05-15 16:00:00,0.426183,0.42668,0.426183,0.42668,740328478.6644222,0.8831801206793244,46.89833494847708
2023-05-15 20:00:00,0.426637,0.426937,0.426637,0.42679,776371988.3966737,0.9008556495136635,47.39211258593721
2023-05-16 00:00:00,0.42841,0.429354,0.427957,0.428908,825806498.1413949,1.267369482377879,55.8960280725283
2023-05-16 04:00:00,0.428405,0.428405,0.422718,0.425039,838149318.9626894,0.7364056498071405,42.40977042944613
2023-05-16 08:00:00,0.42488,0.425979,0.424693,0.424693,776894762.0029932,0.7078453899545749,41.446690322090696
2023-05-16 12:00:00,0.426262,0.426262,0.421671,0.421671,839868526.5434452,0.5186461952502562,34.15187796027692
2023-05-16 16:00:00,0.422122,0.42216,0.421878,0.421878,848629557.9818432,0.5383632228540239,34.99584590011416
2023-05-16 20:00:00,0.422104,0.423668,0.422104,0.423668,836803696.9094476,0.7219785003532897,41.92726565431363
2023-05-17 00:00:00,0.423788,0.436946,0.423788,0.436946,1063961406.8159419,2.188786027851927,68.64010343542449
2023-05-17 04:00:00,0.44081,0.455668,0.44081,0.454799,1373168953.6966746,4.3126972229929015,81.17716937317479
2023-05-17 08:00:00,0.459394,0.459394,0.449017,0.449017,1543301810.1905954,2.4774542663519594,71.24333137387153
2023-05-17 12:00:00,0.4495,0.4495,0.445164,0.445164,1621540021.8957093,1.8978699229664295,65.49189485439908
2023-05-17 16:00:00,0.445788,0.446723,0.440349,0.440349,1721499374.548424,1.4434202791759903,59.073761950717866
2023-05-17 20:00:00,0.441012,0.447619,0.441012,0.447619,1803067726.0531185,1.8327720254392232,64.69888889682363
2023-05-18 00:00:00,0.448925,0.448925,0.446769,0.447691,1641651715.4635224,1.8369246712992744,64.75056210984928
2023-05-18 04:00:00,0.448733,0.448733,0.444189,0.446752,1340052063.1883404,1.7356931805962093,63.44619319546417
2023-05-18 08:00:00,0.44812,0.448163,0.445419,0.445419,1191082399.1997468,1.600822741648846,61.55062842283404
2023-05-18 12:00:00,0.447774,0.465714,0.445823,0.465714,1392985554.8078525,2.874875473479558,74.19271904750991
2023-05-18 16:00:00,0.467175,0.468088,0.464844,0.464844,1402331722.9382207,2.7151771163333454,73.08338287282143
2023-05-18 20:00:00,0.461231,0.462895,0.453762,0.453762,1461207184.9351132,1.5409478069938225,60.64460681767828
2023-05-19 00:00:00,0.458272,0.463218,0.458272,0.463218,1511866848.49897,1.9383486213507295,65.9672786022133
2023-05-19 04:00:00,0.460764,0.464801,0.460367,0.464801,1591180146.8970478,2.0099937863886197,66.77734005558209
2023-05-19 08:00:00,0.466759,0.467667,0.464005,0.464005,1635114960.5614257,1.9349235914808156,65.92756271738406
2023-05-19 12:00:00,0.461594,0.464676,0.461594,0.464676,1330143254.1280918,1.968828842526466,66.31668401776228
2023-05-19 16:00:00,0.464639,0.468628,0.464639,0.468628,1356857207.7112026,2.1838821189054416,68.59180199976181
2023-05-19 20:00:00,0.466107,0.469249,0.466107,0.46833,1265398554.77653,2.1463985918327917,68.21763133902576
2023-05-20 00:00:00,0.465793,0.46901,0.465793,0.46901,1203165079.3727944,2.18857684500978,68.63804610621096
2023-05-20 04:00:00,0.468877,0.468877,0.465353,0.465888,1088398186.80221,1.8109206020780744,64.42446651603343
2023-05-20 08:00:00,0.465832,0.465832,0.464371,0.464736,955478199.7213597,1.6947128114098,62.8902940689688
2023-05-20 12:00:00,0.465724,0.466532,0.465118,0.466532,863775336.3183813,1.8024521664918212,64.31696455137627
2023-05-20 16:00:00,0.468377,0.468553,0.467638,0.468553,626781413.7883089,1.93301484049776,65.905389015001
2023-05-20 20:00:00,0.467684,0.469203,0.467055,0.468792,551711079.2132924,1.9496426602071137,66.0975882437982
2023-05-21 00:00:00,0.46851,0.471196,0.468403,0.471196,513258753.6280495,2.1297604265856274,68.0486726234526
2023-05-21 04:00:00,0.469389,0.470775,0.469389,0.470049,477534617.79153734,1.949350616104532,66.09423123383044
2023-05-21 08:00:00,0.468966,0.470967,0.468966,0.470967,451263802.12529945,2.0223624645905085,66.91330005200129
2023-05-21 12:00:00,0.47008,0.470236,0.468265,0.468265,457686668.39715785,1.642287063386851,62.15399856220723
2023-05-21 16:00:00,0.46741,0.46741,0.466145,0.46733,496120686.26056945,1.5347959964264708,60.5490934414529
2023-05-21 20:00:00,0.460536,0.460536,0.457615,0.459618,553589504.7413003,0.9705394648603131,49.25247538389759
2023-05-22 00:00:00,0.460073,0.462021,0.460073,0.460079,577572180.6831025,0.9942065364889139,49.8547426406172
2023-05-22 04:00:00,0.458641,0.459234,0.454388,0.459234,718603433.176951,0.9498321991979184,48.71353543082532
2023-05-22 08:00:00,0.45815,0.464734,0.45815,0.463195,859170294.1035606,1.1751461500026774,54.02607774200511
2023-05-22 12:00:00,0.462636,0.46326,0.460056,0.46326,929264571.4494762,1.17912796685608,54.11008370276013
2023-05-22 16:00:00,0.463118,0.463118,0.460419,0.460419,978489761.7584771,0.9930139110318926,49.82473556934456
2023-05-22 20:00:00,0.457727,0.460114,0.456272,0.460114,991799539.9449989,0.9752174766427014,49.372663424398674
2023-05-23 00:00:00,0.460883,0.462324,0.460883,0.462324,991747009.4347131,1.1150650010913712,52.720129193003466
2023-05-23 04:00:00,0.462482,0.463985,0.462206,0.462206,972222148.6767118,1.10616989698176,52.5204494930325
2023-05-23 08:00:00,0.466006,0.466871,0.462526,0.462526,953949104.2095829,1.1294670850299067,53.03989401714769
2023-05-23 12:00:00,0.46277,0.46277,0.461652,0.461652,954089001.3637303,1.05703374762556,51.386310450457955
2023-05-23 16:00:00,0.461775,0.462001,0.460502,0.461485,911159622.2767638,1.0432664131196816,51.058756039884734
2023-05-23 20:00:00,0.461214,0.461214,0.460363,0.46055,873364835.5273116,0.9673031784813633,49.1689938318537
2023-05-24 00:00:00,0.463456,0.466091,0.463456,0.466091,890059248.8601235,1.4319997262726356,58.88157431939215
2023-05-24 04:00:00,0.465933,0.465933,0.4622,0.463218,886383623.4890529,1.1369781797007548,53.2049503593887
2023-05-24 08:00:00,0.457695,0.460213,0.457695,0.458781,894692648.2552342,0.8468172258221588,45.85279008566623
2023-05-24 12:00:00,0.459411,0.459411,0.45542,0.45542,945709705.8381916,0.700899971323661,41.207594987388475
2023-05-24 16:00:00,0.456129,0.456129,0.451039,0.452042,1083666450.6525764,0.5907260291097951,37.135623501450986
2023-05-24 20:00:00,0.451651,0.451651,0.449878,0.45144,1134875133.4415948,0.5734269696392195,36.44446044869207
2023-05-25 00:00:00,0.453294,0.45521,0.453294,0.454522,1119381536.2608764,0.7348840930460391,42.35926169314051
2023-05-25 04:00:00,0.454365,0.454365,0.449972,0.452633,1111645855.944876,0.6641089802094614,39.907781768347284
2023-05-25 08:00:00,0.45299,0.453919,0.451714,0.451714,1049315365.5700936,0.6322089845626728,38.733335653832604
2023-05-25 12:00:00,0.450401,0.450401,0.448277,0.449561,977156644.6283174,0.5638735169536274,36.0562098431102
2023-05-25 16:00:00,0.451452,0.452118,0.450686,0.451006,848594157.263037,0.641999232447822,39.09863170220592
2023-05-25 20:00:00,0.449533,0.449854,0.448487,0.449854,833067078.9500406,0.6016437335430409,37.564142445843935
2023-05-26 00:00:00,0.452332,0.454628,0.452332,0.454628,820730996.6239922,0.8821760067252474,46.8700059703834
2023-05-26 04:00:00,0.454147,0.462698,0.454147,0.46234,910695270.9786506,1.3702123006077591,57.80968651020904
2023-05-26 08:00:00,0.464797,0.465307,0.461553,0.461553,956578174.5259941,1.300462594765558,56.53048207454506
2023-05-26 12:00:00,0.461534,0.465045,0.461534,0.463567,972233837.020384,1.440751696895458,59.0290154761764
2023-05-26 16:00:00,0.466693,0.466693,0.464565,0.464956,1013315094.1451077,1.5449477812288916,60.706462923293266
