open,high,low,close,volume,PP,R1,S1,R2,S2,R3,S3
0.51699,0.519048,0.516315,0.518096,961693755.8177031,0.5178196666666666,0.5193243333333332,0.5165913333333332,0.5205526666666666,0.5150866666666666,0.5220573333333332,0.5138583333333332
0.519974,0.521164,0.519974,0.521164,915378168.6723068,0.5207673333333334,0.5215606666666667,0.5203706666666668,0.5219573333333333,0.5195773333333334,0.5227506666666666,0.5191806666666668
0.520323,0.524277,0.520323,0.524277,886553230.7338727,0.5229590000000001,0.5255950000000001,0.5216410000000001,0.5269130000000001,0.519005,0.5295490000000002,0.5176870000000001
0.52355,0.524678,0.523462,0.524604,878837062.5351685,0.524248,0.5250340000000001,0.5238180000000001,0.525464,0.523032,0.5262500000000001,0.5226020000000001
0.524523,0.524523,0.522218,0.522218,756680750.1082495,0.5229863333333333,0.5237546666666667,0.5214496666666667,0.5252913333333332,0.5206813333333333,0.5260596666666667,0.5191446666666667
0.52675,0.529184,0.52675,0.528793,902575417.9018945,0.5282423333333334,0.5297346666666667,0.5273006666666668,0.5306763333333333,0.5258083333333334,0.5321686666666666,0.5248666666666668
0.527895,0.529569,0.525771,0.527627,917510765.180628,0.5276556666666666,0.5295403333333333,0.5257423333333333,0.5314536666666665,0.5238576666666667,0.5333383333333332,0.5219443333333333
0.527032,0.527032,0.525189,0.525189,919326395.0332801,0.5258033333333333,0.5264176666666666,0.5245746666666666,0.5276463333333333,0.5239603333333334,0.5282606666666665,0.5227316666666667
0.525486,0.527658,0.525486,0.527658,912967024.1688048,0.526934,0.528382,0.5262100000000001,0.529106,0.5247620000000001,0.530554,0.5240380000000001
0.526494,0.526494,0.522937,0.52449,919747445.6363403,0.5246403333333333,0.5263436666666665,0.5227866666666665,0.5281973333333332,0.5210833333333332,0.5299006666666666,0.5192296666666665
0.524371,0.525573,0.524371,0.524986,913907800.5066993,0.5249766666666666,0.5255823333333333,0.5243803333333333,0.5261786666666665,0.5237746666666667,0.5267843333333332,0.5231783333333334
0.524188,0.524188,0.520073,0.521912,916970748.4071075,0.5220576666666666,0.5240423333333333,0.5199273333333333,0.5261726666666666,0.5179426666666667,0.5281573333333333,0.5158123333333333
0.520165,0.522385,0.520165,0.522385,914588304.0902958,0.5216449999999999,0.5231249999999998,0.5209049999999998,0.5238649999999998,0.5194249999999999,0.5253449999999998,0.5186849999999998
0.521152,0.523557,0.521152,0.523466,923427784.469311,0.522725,0.524298,0.5218929999999999,0.5251300000000002,0.5203199999999999,0.5267030000000001,0.5194879999999998
0.522827,0.52402,0.522268,0.522268,922117192.1453139,0.522852,0.523436,0.5216839999999999,0.5246040000000001,0.5210999999999999,0.5251880000000001,0.5199319999999998
0.52137,0.522258,0.520068,0.520098,936474229.1566947,0.520808,0.5215480000000001,0.5193580000000001,0.5229980000000001,0.518618,0.5237380000000001,0.5171680000000001
0.520866,0.521654,0.518963,0.520599,946948085.9987963,0.5204053333333333,0.5218476666666666,0.5191566666666666,0.5230963333333333,0.5177143333333333,0.5245386666666666,0.5164656666666666
