date_price,open,high,low,close,volume,PP,R1,S1,R2,S2,R3,S3
2023-05-13 04:00:00,0.427312,0.427312,0.427312,0.427312,1253670650.615475,0.42731199999999997,0.4273119999999999,0.4273119999999999,0.427312,0.42731199999999997,0.4273119999999999,0.4273119999999999
2023-05-13 08:00:00,0.428174,0.428174,0.42709,0.427271,827495973.032202,0.4275116666666667,0.42793333333333333,0.42684933333333336,0.42859566666666665,0.4264276666666667,0.4290173333333333,0.4257653333333334
2023-05-13 12:00:00,0.428454,0.428747,0.428367,0.428747,695402623.1764895,0.4286203333333333,0.42887366666666665,0.42849366666666666,0.4290003333333334,0.42824033333333333,0.42925366666666664,0.42811366666666667
2023-05-13 16:00:00,0.427917,0.427917,0.425801,0.426301,608281184.6400888,0.426673,0.42754500000000006,0.42542900000000006,0.428789,0.424557,0.42966100000000007,0.42331300000000005
2023-05-13 20:00:00,0.426695,0.428147,0.426299,0.428147,480013365.38676494,0.42753100000000005,0.4287630000000001,0.4269150000000001,0.42937900000000007,0.42568300000000003,0.43061100000000013,0.4250670000000001
2023-05-14 00:00:00,0.426704,0.426704,0.425686,0.425992,401383427.9821559,0.4261273333333333,0.4265686666666666,0.4255506666666666,0.42714533333333327,0.4251093333333333,0.4275866666666666,0.42453266666666656
2023-05-14 04:00:00,0.425562,0.425613,0.423655,0.425613,400964522.00299317,0.4249603333333334,0.42626566666666676,0.42430766666666675,0.4269183333333334,0.42300233333333337,0.4282236666666668,0.42234966666666673
2023-05-14 08:00:00,0.427222,0.427758,0.427169,0.427758,380016949.4091078,0.4275616666666667,0.4279543333333333,0.4273653333333333,0.4281506666666667,0.42697266666666667,0.42854333333333333,0.4267763333333333
2023-05-14 12:00:00,0.426797,0.427552,0.426783,0.427166,362150259.0270548,0.427167,0.427551,0.42678200000000005,0.427936,0.42639800000000005,0.42832,0.4260130000000001
2023-05-14 16:00:00,0.427314,0.429145,0.427314,0.429145,367103459.80881995,0.42853466666666673,0.42975533333333343,0.42792433333333346,0.4303656666666667,0.42670366666666676,0.4315863333333334,0.4260933333333335
2023-05-14 20:00:00,0.431027,0.431027,0.426413,0.426413,392826025.7146381,0.42795099999999997,0.42948899999999995,0.42487499999999995,0.43256500000000003,0.42333699999999996,0.43410299999999996,0.42026099999999994
2023-05-15 00:00:00,0.425761,0.427468,0.425761,0.427468,385992109.526193,0.426899,0.42803699999999995,0.42632999999999993,0.428606,0.42519199999999996,0.42974399999999996,0.4246229999999999
2023-05-15 04:00:00,0.42655,0.429092,0.423505,0.429092,481758840.840274,0.4272296666666667,0.43095433333333333,0.4253673333333334,0.4328166666666666,0.4216426666666667,0.4365413333333333,0.4197803333333334
2023-05-15 08:00:00,0.428687,0.430735,0.427867,0.427867,613120716.7956654,0.42882299999999995,0.4297789999999999,0.42691099999999993,0.43169099999999994,0.425955,0.4326469999999999,0.42404299999999995
2023-05-15 12:00:00,0.426401,0.429161,0.426401,0.427573,687860508.0605507,0.42771166666666666,0.42902233333333334,0.4262623333333333,0.43047166666666664,0.4249516666666666,0.4317823333333334,0.42350233333333326
2023-05-15 16:00:00,0.426183,0.42668,0.426183,0.42668,740328478.6644222,0.4265143333333333,0.42684566666666657,0.42634866666666654,0.4270113333333333,0.42601733333333325,0.4273426666666666,0.4258516666666665
2023-05-15 20:00:00,0.426637,0.426937,0.426637,0.42679,776371988.3966737,0.426788,0.426939,0.426639,0.4270880000000001,0.426488,0.42723900000000004,0.42633899999999997
2023-05-16 00:00:00,0.42841,0.429354,0.427957,0.428908,825806498.1413949,0.4287396666666667,0.4295223333333334,0.42812533333333336,0.4301366666666668,0.42734266666666665,0.43091933333333343,0.4267283333333333
2023-05-16 04:00:00,0.428405,0.428405,0.422718,0.425039,838149318.9626894,0.42538733333333334,0.4280566666666667,0.4223696666666667,0.4310743333333333,0.41970033333333334,0.4337436666666667,0.4166826666666667
2023-05-16 08:00:00,0.42488,0.425979,0.424693,0.424693,776894762.0029932,0.4251216666666666,0.42555033333333325,0.42426433333333324,0.42640766666666663,0.4238356666666666,0.42683633333333326,0.42297833333333323
2023-05-16 12:00:00,0.426262,0.426262,0.421671,0.421671,839868526.5434452,0.4232013333333334,0.42473166666666673,0.4201406666666668,0.42779233333333333,0.4186103333333334,0.4293226666666667,0.4155496666666668
2023-05-16 16:00:00,0.422122,0.42216,0.421878,0.421878,848629557.9818432,0.42197199999999996,0.42206599999999994,0.42178399999999994,0.4222539999999999,0.42168999999999995,0.42234799999999995,0.42150199999999993
2023-05-16 20:00:00,0.422104,0.423668,0.422104,0.423668,836803696.9094476,0.4231466666666666,0.42418933333333325,0.42262533333333324,0.4247106666666666,0.4215826666666666,0.42575333333333326,0.42106133333333323
2023-05-17 00:00:00,0.423788,0.436946,0.423788,0.436946,1063961406.8159419,0.43256,0.441332,0.428174,0.445718,0.419402,0.45449,0.415016
