date_price,open,high,low,close,volume,rsv_9,kdjk_9,kdjk,kdjd_9,kdjd,kdjj_9,kdjj
2023-05-13 04:00:00,0.427312,0.427312,0.427312,0.427312,1253670650.615475,0.0,33.33333333333333,33.33333333333333,44.444444444444436,44.444444444444436,11.111111111111114,11.111111111111114
2023-05-13 08:00:00,0.428174,0.428174,0.42709,0.427271,827495973.032202,16.69741697416892,27.788027880278523,27.788027880278523,38.89230558972246,38.89230558972246,5.579472461390651,5.579472461390651
2023-05-13 12:00:00,0.428454,0.428747,0.428367,0.428747,695402623.1764895,100.0,51.85868525351901,51.85868525351901,43.21443214432131,43.21443214432131,69.14719147191443,69.14719147191443
2023-05-13 16:00:00,0.427917,0.427917,0.425801,0.426301,608281184.6400888,16.972165648336716,40.22984538512491,40.22984538512491,42.219569891255844,42.219569891255844,36.25039637286304,36.25039637286304
2023-05-13 20:00:00,0.426695,0.428147,0.426299,0.428147,480013365.38676494,79.63340122199631,53.364363997415374,53.364363997415374,45.93450125997568,45.93450125997568,68.22408947229475,68.22408947229475
2023-05-14 00:00:00,0.426704,0.426704,0.425686,0.425992,401383427.9821559,9.99673309375939,38.90848702953004,38.90848702953004,43.5924965164938,43.5924965164938,29.540468055602517,29.540468055602517
2023-05-14 04:00:00,0.425562,0.425613,0.423655,0.425613,400964522.00299317,38.45247446975689,38.75648284293899,38.75648284293899,41.9804919586422,41.9804919586422,32.308464611532585,32.308464611532585
2023-05-14 08:00:00,0.427222,0.427758,0.427169,0.427758,380016949.4091078,80.57737627651287,52.69678065413028,52.69678065413028,45.55258819047155,45.55258819047155,66.98516558144772,66.98516558144772
2023-05-14 12:00:00,0.426797,0.427552,0.426783,0.427166,362150259.0270548,68.95129615082475,58.11495248636176,58.11495248636176,49.74004295576829,49.74004295576829,74.86477154754871,74.86477154754871
2023-05-14 16:00:00,0.427314,0.429145,0.427314,0.429145,367103459.80881995,100.0,72.07663499090783,72.07663499090783,57.18557363414813,57.18557363414813,101.85875770442723,101.85875770442723
2023-05-14 20:00:00,0.431027,0.431027,0.426413,0.426413,392826025.7146381,37.411828540423045,60.521699507412904,60.521699507412904,58.297615591903046,58.297615591903046,64.96986733843262,64.96986733843262
2023-05-15 00:00:00,0.425761,0.427468,0.425761,0.427468,385992109.526193,51.7227346717311,57.5887112288523,57.5887112288523,58.06131413755279,58.06131413755279,56.6435054114513,56.6435054114513
2023-05-15 04:00:00,0.42655,0.429092,0.423505,0.429092,481758840.840274,74.27545865461278,63.15096037077245,63.15096037077245,59.75786288195934,59.75786288195934,69.93715534839868,69.93715534839868
2023-05-15 08:00:00,0.428687,0.430735,0.427867,0.427867,613120716.7956654,57.98989630417432,61.4306056819064,61.4306056819064,60.315443815275025,60.315443815275025,63.66092941516915,63.66092941516915
2023-05-15 12:00:00,0.426401,0.429161,0.426401,0.427573,687860508.0605507,54.0813613400688,58.980857567960534,58.980857567960534,59.870581732836854,59.870581732836854,57.2014092382079,57.2014092382079
2023-05-15 16:00:00,0.426183,0.42668,0.426183,0.42668,740328478.6644222,42.20951874501455,53.3904112936452,53.3904112936452,57.710524919772965,57.710524919772965,44.75018404138967,44.75018404138967
2023-05-15 20:00:00,0.426637,0.426937,0.426637,0.42679,776371988.3966737,43.67189577240087,50.15090611989709,50.15090611989709,55.190651986481,55.190651986481,40.07141438672926,40.07141438672926
2023-05-16 00:00:00,0.42841,0.429354,0.427957,0.428908,825806498.1413949,71.82930071789431,57.37703765256283,57.37703765256283,55.919447208508274,55.919447208508274,60.29221854067194,60.29221854067194
2023-05-16 04:00:00,0.428405,0.428405,0.422718,0.425039,838149318.9626894,27.933566012757428,47.56254710596102,47.56254710596102,53.133813840992524,53.133813840992524,36.42001363589803,36.42001363589803
2023-05-16 08:00:00,0.42488,0.425979,0.424693,0.424693,776894762.0029932,24.635150305600668,39.920081505840905,39.920081505840905,48.72923639594198,48.72923639594198,22.30177172563876,22.30177172563876
2023-05-16 12:00:00,0.426262,0.426262,0.421671,0.421671,839868526.5434452,0.0,26.613387670560602,26.613387670560602,41.35728682081485,41.35728682081485,-2.8744106299478887,-2.8744106299478887
2023-05-16 16:00:00,0.422122,0.42216,0.421878,0.421878,848629557.9818432,2.283759929390535,18.503511756837245,18.503511756837245,33.739361799488975,33.739361799488975,-11.968188328466212,-11.968188328466212
2023-05-16 20:00:00,0.422104,0.423668,0.422104,0.423668,836803696.9094476,25.99245086554695,20.999824793073813,20.999824793073813,29.492849464017254,29.492849464017254,4.01377545118693,4.01377545118693
2023-05-17 00:00:00,0.423788,0.436946,0.423788,0.436946,1063961406.8159419,100.0,47.333216528715866,47.333216528715866,35.43963848558346,35.43963848558346,71.12037261498068,71.12037261498068
2023-05-17 04:00:00,0.44081,0.455668,0.44081,0.454799,1373168953.6966746,97.44389210812716,64.0367750551863,64.0367750551863,44.97201734211774,44.97201734211774,102.16629048132341,102.16629048132341
2023-05-17 08:00:00,0.459394,0.459394,0.449017,0.449017,1543301810.1905954,72.49158338414225,66.85504449817161,66.85504449817161,52.26635972746902,52.26635972746902,96.03241403957679,96.03241403957679
2023-05-17 12:00:00,0.4495,0.4495,0.445164,0.445164,1621540021.8957093,62.27765554171191,65.32924817935171,65.32924817935171,56.620655878096585,56.620655878096585,82.74643278186196,82.74643278186196
2023-05-17 16:00:00,0.445788,0.446723,0.440349,0.440349,1721499374.548424,49.51355936696437,60.05735190855593,60.05735190855593,57.76622122158303,57.76622122158303,64.63961328250174,64.63961328250174
2023-05-17 20:00:00,0.441012,0.447619,0.441012,0.447619,1803067726.0531185,68.78562150412206,62.966775107077964,62.966775107077964,59.49973918341467,59.49973918341467,69.90084695440454,69.90084695440454
2023-05-18 00:00:00,0.448925,0.448925,0.446769,0.447691,1641651715.4635224,68.80530973451326,64.91295331622305,64.91295331622305,61.304143894350794,61.304143894350794,72.13057215996757,72.13057215996757
2023-05-18 04:00:00,0.448733,0.448733,0.444189,0.446752,1340052063.1883404,66.09814963797257,65.30801875680622,65.30801875680622,62.63876884850259,62.63876884850259,70.64651857341346,70.64651857341346
2023-05-18 08:00:00,0.44812,0.448163,0.445419,0.445419,1191082399.1997468,60.75099702297364,63.78901151219536,63.78901151219536,63.02218306973351,63.02218306973351,65.32266839711905,65.32266839711905
2023-05-18 12:00:00,0.447774,0.465714,0.445823,0.465714,1392985554.8078525,100.0,75.85934100813023,75.85934100813023,67.30123571586574,67.30123571586574,92.9755515926592,92.9755515926592
2023-05-18 16:00:00,0.467175,0.468088,0.464844,0.464844,1402331722.9382207,88.30527416273108,80.00798539299717,80.00798539299717,71.53681894157621,71.53681894157621,96.95031829583908,96.95031829583908
