date_price,open,high,low,close,volume,macd,macds,macdh
2013-08-07,0.00587384,0.00587384,0.00448605,0.00448605,0.0,0.0,0.0,0.0
2013-08-11,0.00419553,0.00437208,0.00419553,0.00437208,0.0,-2.557019230770008e-06,-1.4205662393166711e-06,-1.1364529914533368e-06
2013-08-15,0.00439693,0.00439693,0.00332756,0.00332756,0.0,-3.564865273397288e-05,-1.5448470540405276e-05,-2.0200182193567602e-05
2013-08-19,0.0029013,0.00619764,0.0029013,0.00555976,0.0,3.076701240274909e-05,2.0718086310229716e-07,3.055983153964679e-05
2013-08-23,0.00606081,0.00633807,0.0051352,0.0051352,0.0,4.9314348864768626e-05,1.481545311490689e-05,3.4498895749861736e-05
2013-08-27,0.00552798,0.0064659,0.00552798,0.00641998,0.0,0.00011447481264509167,4.182868050078835e-05,7.264613214430332e-05
2013-08-31,0.00634881,0.00634881,0.00582002,0.00586333,0.0,0.00012907388102604243,6.390811326357313e-05,6.51657677624693e-05
2013-09-03,0.00580064,0.00580064,0.00562712,0.00567312,0.0,0.000127741316883318,7.924843247705795e-05,4.849288440626004e-05
2013-09-07,0.005577,0.006188,0.005577,0.006188,0.0,0.00015041997362000292,9.568941156491457e-05,5.4730562055088357e-05
2013-09-11,0.00614238,0.00618881,0.00585396,0.00608146,0.0,0.00015883135885122902,0.00010983687314205873,4.8994485709170284e-05
2013-09-15,0.00642623,0.0065889,0.00634135,0.0064294,0.0,0.00018121878229343264,0.0001254548269927135,5.576395530071913e-05
2013-09-19,0.00704318,0.0111217,0.00704318,0.0111217,0.0,0.0004529192207230184,0.0001957804454395786,0.0002571387752834398
2013-09-23,0.0101137,0.0104008,0.00974518,0.0100193,0.0,0.0005861389071629645,0.0002783938581801834,0.00030774504898278105
2013-09-27,0.010433,0.011676,0.010433,0.011676,,0.0007742588848375798,0.0003821291917296156,0.0003921296931079642
2013-09-30,0.0143469,0.0143469,0.0110409,0.0110409,0.0,0.0008685629405806635,0.00048296374182996583,0.0003855991987506977
2013-10-03,0.0119368,0.0119368,0.00840092,0.00840092,0.0,0.0007690894695886758,0.000541846283588729,0.0002272431859999468
2013-10-07,0.00946689,0.0103753,0.0092795,0.00933073,0.0,0.0007412236183199777,0.000582640351275136,0.00015858326704484176
2013-10-11,0.00971878,0.010089,0.00906698,0.00906698,0.0,0.0006941540577489313,0.0006053522334665924,8.88018242823389e-05
2013-10-15,0.00891616,0.00891616,0.00798699,0.00798699,0.0,0.0005802574368346212,0.0006002598856742136,-2.0002448839592313e-05
2013-10-19,0.00758473,0.00776709,0.00729291,0.00729291,0.0,0.0004402266613297394,0.000567879925278736,-0.0001276532639489966
2013-10-23,0.00753032,0.00753032,0.00674171,0.0074298,0.0,0.00033581530915402155,0.0005210349332643812,-0.00018521962411035967
2013-10-27,0.00872816,0.00872816,0.00630711,0.00664484,0.0,0.0001983253668248388,0.00045601324459643356,-0.00025768787777159476
2013-10-31,0.0063276,0.0063276,0.00593466,0.00599734,0.0,4.535440208023114e-05,0.00037339377683646535,-0.0003280393747562342
2013-11-03,0.00618308,0.00715258,0.00618308,0.00715258,0.0,5.429082727768583e-06,0.00029945165622266714,-0.00029402257349489855
2013-11-07,0.00719038,0.00889267,0.0069937,0.00889267,0.0,9.526387593291642e-05,0.00025845923517655716,-0.00016319535924364073
2013-11-11,0.0105597,0.0105597,0.00837478,0.00837478,0.0,0.0001277148653724535,0.00023223109151555558,-0.00010451622614310207
2013-11-15,0.00892624,0.0105099,0.00892624,0.0096295,0.0,0.00024044355840733937,0.0002338775658245192,6.5659925828201785e-06
2013-11-19,0.00998194,0.0109638,0.0082943,0.0082943,0.0,0.00023006602429111699,0.0002331137801414661,-3.0477558503491067e-06
2013-11-23,0.00728586,0.00995799,0.00728586,0.00995799,0.0,0.0003392233095007545,0.00025436857621718496,8.485473328356954e-05
2013-11-27,0.0134786,0.0234877,0.0134786,0.0234877,0.0,0.0014031643476193761,0.00048441251109540356,0.0009187518365239726
2013-11-30,0.0297636,0.0357765,0.0297636,0.0357765,0.0,0.0031166454924526892,0.0010113809916720983,0.002105264500780591
2013-12-03,0.052731,0.057516,0.0491969,0.0491969,0.0,0.005407290471436066,0.0018912599995952177,0.0035160304718408484
2013-12-07,0.054397,0.054397,0.0346756,0.0346756,0.0,0.006059906301119411,0.002725518033748926,0.003334388267370485
2013-12-11,0.034439,0.0437476,0.034439,0.0380613,0.0,0.006752338923977072,0.003531290787120339,0.003221048136856733
2013-12-15,0.034566,0.034566,0.0290606,0.0290606,0.0,0.006542379095924759,0.004133752836522355,0.0024086262594024037
2013-12-19,0.0234149,0.0234149,0.0168461,0.0207833,0.0,0.005680359871846615,0.004443174656708764,0.0012371852151378511
2013-12-23,0.0214271,0.0231614,0.0214271,0.0231614,0.0,0.005120217168983893,0.004578618322349771,0.0005415988466341221
2013-12-27,0.0225342,0.0264432,0.0219629,0.0264432,133863.0,0.004871939521920596,0.004637294748880942,0.000234644773039654
2013-12-31,0.0273354,0.0276683,0.0272621,0.0274381,63399.0,0.004697410552362169,0.0046493199075993905,4.809064476277852e-05
2014-01-03,0.0270432,0.028997,0.0270432,0.0276943,89287.0,0.004526455418496202,0.0046247437430461565,-9.828832454995481e-05
2014-01-07,0.0280872,0.0280872,0.0237737,0.0237737,75928.0,0.0040402389895598766,0.0045078303599855535,-0.00046759137042567695
2014-01-11,0.0231652,0.0239417,0.0225619,0.0239417,69314.0,0.0036261838139150203,0.004331486049056568,-0.0007053022351415474
2014-01-15,0.0221986,0.0222549,0.021214,0.0222549,25227.0,0.0031304308936715743,0.004091258668951268,-0.0009608277752796938
2014-01-19,0.0210663,0.0213437,0.0204377,0.0213437,17951.0,0.002635986306123668,0.0038001883490101623,-0.0011642020428864943
2014-01-23,0.0207658,0.0207658,0.0191161,0.0191161,81644.0,0.0020460822447175425,0.003449351847066803,-0.0014032696023492603
2014-01-27,0.0182854,0.0204128,0.0182854,0.0204128,66064.0,0.0016613798720033872,0.0030917449912738508,-0.0014303651192704636
2014-01-31,0.0209537,0.0209537,0.0203371,0.0203371,82570.0,0.001335211463603131,0.002740428492465052,-0.001405217028861921
2014-02-03,0.0206331,0.0214641,0.0206331,0.0214641,92102.0,0.001152327793876893,0.002422801269423651,-0.001270473475546758
2014-02-07,0.0214894,0.0214894,0.0183476,0.0183476,94078.0,0.0007526155531744072,0.002088758166645706,-0.0013361426134712987
2014-02-11,0.0184492,0.0184492,0.0173264,0.0182464,135739.0,0.0004230367792654524,0.001755609134307778,-0.0013325723550423256
2014-02-15,0.0172474,0.0172474,0.0157666,0.0159131,158770.0,-2.2660881896143653e-05,0.0013999510701697823,-0.001422611952065926
2014-02-19,0.0161888,0.0161888,0.0152173,0.0152173,191498.0,-0.00042606387281805824,0.0010347447456369562,-0.0014608086184550145
2014-02-23,0.0153568,0.0156294,0.0145808,0.0156294,88774.0,-0.000704816705508652,0.0006868299130173471,-0.001391646618525999
2014-02-27,0.0149639,0.0149639,0.0113426,0.0138436,151039.0,-0.0010554966824466994,0.00033836255678209106,-0.0013938592392287903
2014-02-28,0.0141288,0.0141288,0.0136833,0.0139152,29209.0,-0.0013125001616065834,8.188468944452272e-06,-0.0013206886305510356
2014-03-07,0.015657,0.0160143,0.0152577,0.0152577,165546.0,-0.0013930734964328582,-0.0002720649726836211,-0.001121008523749237
2014-03-11,0.0147279,0.0147453,0.0144892,0.0147453,107847.0,-0.0014806877941223595,-0.000513790260492708,-0.0009668975336296515
2014-03-15,0.0143696,0.0143696,0.0142599,0.0143668,65615.0,-0.0015622883617993598,-0.0007234903828860735,-0.0008387979789132863
2014-03-19,0.0143675,0.0143675,0.0136943,0.014008,109271.0,-0.0016367176256341515,-0.0009061361813155287,-0.0007305814443186228
2014-03-23,0.0136985,0.0136985,0.0127485,0.0127485,179944.0,-0.0017758948825011018,-0.001080088188133318,-0.0006958066943677837
2014-03-27,0.0125302,0.0127315,0.0110146,0.0110146,229366.0,-0.00200179947877443,-0.0012644306722647686,-0.0007373688065096615
2014-03-31,0.010733,0.010733,0.00905744,0.00905744,203590.0,-0.0023108275453391,-0.0014737102521404494,-0.0008371172931986505
2014-04-03,0.00870306,0.00972158,0.00776135,0.00776135,172873.0,-0.0026291923295357292,-0.0017048068489466113,-0.000924385480589118
2014-04-07,0.00774317,0.00831574,0.00774317,0.00822231,63143.0,-0.0028120815508557093,-0.001926261928338037,-0.0008858196225176723
2014-04-11,0.00832457,0.00832457,0.00579149,0.00604461,345888.0,-0.003095914304678239,-0.002160192521078568,-0.0009357217835996713
2014-04-15,0.0060575,0.00693324,0.0060575,0.00693324,274616.0,-0.0032124809594270536,-0.0023706502932964156,-0.0008418306661306381
2014-04-19,0.0066992,0.00680605,0.00628382,0.00680605,207541.0,-0.0032772522942987013,-0.0025519707517710215,-0.0007252815425276798
2014-04-23,0.00627118,0.00627118,0.00606067,0.00609406,16198.194905550225,-0.0033471335301873822,-0.002711003348343178,-0.0006361301818442041
2014-04-27,0.00597576,0.00597576,0.00476459,0.00476459,23151.139108021587,-0.0034692758806530635,-0.0028626578859986844,-0.0006066179946543791
2014-04-30,0.00508138,0.00543786,0.00508138,0.00543786,17808.351116509773,-0.003471923159180131,-0.0029845109606859528,-0.0004874121984941781
2014-05-03,0.00530636,0.00530636,0.00503786,0.00515632,3389.4977991215756,-0.0034567765905624756,-0.003078964099095103,-0.0003778124914673728
2014-05-07,0.00495563,0.00667031,0.00495563,0.00660707,36960.91461168966,-0.003290186027797874,-0.0031212084892845104,-0.00016897753851336352
2014-05-11,0.00668728,0.00668728,0.00589419,0.00589419,7294.355063269134,-0.003178832866153048,-0.003132733365629186,-4.609950052386191e-05
2014-05-15,0.00594224,0.00733007,0.00594224,0.00695696,30870.67167634936,-0.0029708352370021772,-0.003100353737721402,0.00012951850071922467
2014-05-19,0.00674425,0.00674425,0.00573035,0.00612097,9404.269972552753,-0.0028405046588084668,-0.0030483839191366075,0.00020787926032814078
2014-05-23,0.00648745,0.00669617,0.00268621,0.00334091,33235.81583231137,-0.002927190147402688,-0.003024145163744263,9.695501634157536e-05
2014-05-27,0.00353098,0.00452163,0.00353098,0.00452163,13600.455453295792,-0.002867777346300863,-0.002992871599176372,0.0001250942528755088
2014-05-31,0.00453813,0.00453813,0.00389459,0.00414494,6895.486898817265,-0.002818517257882196,-0.002958000729954857,0.00013948347207266105
2014-06-03,0.00447473,0.00447473,0.00386625,0.00445135,10743.127576502931,-0.0027234023657959896,-0.0029110810560868347,0.00018767869029084503
2014-06-07,0.00413563,0.00421842,0.0039689,0.0039689,4379.706387667695,-0.0026562485532029808,-0.0028601145546095635,0.00020386600140658278
2014-06-11,0.00400337,0.00478355,0.00400337,0.00449846,11143.062664952553,-0.00253118976217624,-0.0027943295951930428,0.0002631398330168026
2014-06-15,0.00395321,0.00405842,0.00395321,0.0040547,9090.954786210405,-0.002439697969283742,-0.0027234032692091603,0.00028370529992541825
2014-06-19,0.00423059,0.00426832,0.00415372,0.00415372,9905.498213947021,-0.002332321288125149,-0.0026451868722847925,0.0003128655841596437
2014-06-23,0.004189,0.004189,0.004076,0.004076,104818.0,-0.0022278013829884384,-0.0025617097738213977,0.00033390839083295926
2014-06-27,0.00407,0.00407,0.00394,0.003993,17794.0,-0.0021271326589021693,-0.0024747943503343464,0.0003476616914321771
2014-06-30,0.003926,0.004028,0.003779,0.003779,20025.999999999996,-0.0020410667817562364,-0.002388048836216947,0.0003469820544607107
2014-07-03,0.00366,0.00366,0.003357,0.003357,142354.99999999997,-0.001983998068596982,-0.0023072386823935246,0.0003232406137965425
2014-07-07,0.003243,0.003243,0.002807,0.003083,198315.0,-0.0019385074782877643,-0.0022334924413537683,0.000294984963066004
2014-07-11,0.003398,0.003419,0.003398,0.003419,216813.99999999997,-0.001853995351138264,-0.0021575930231306777,0.0003035976719924136
2014-07-15,0.003419,0.003419,0.003419,0.003419,216814.0,-0.0017666516575201826,-0.0020794047498602446,0.00031275309234006206
2014-07-19,0.003419,0.00636,0.003419,0.005259,519611.00000000006,-0.0015314284754383775,-0.0019698094948095374,0.0004383810193711599
2014-07-23,0.005376,0.006148,0.005361,0.006148,331286.0,-0.0012588223488187063,-0.0018276120654387197,0.0005687897166200134
2014-07-27,0.005926,0.006039,0.005926,0.006024,103330.99999999997,-0.0010407814102400192,-0.0016702459342461246,0.0006294645240061054
2014-07-31,0.006159,0.006159,0.005094,0.005208,549848.0,-0.0009231414639358114,-0.0015208250400679517,0.0005976835761321404
2014-08-03,0.005341,0.005341,0.005219,0.005219,71143.00000000003,-0.0008195760221995545,-0.0013805752364070855,0.000560999214207531
2014-08-07,0.004947,0.005343,0.004947,0.005343,222282.0,-0.0007192087900368639,-0.0012483019470672587,0.0005290931570303948
2014-08-11,0.005461,0.005461,0.004974,0.005219,263952.0,-0.0006422636968005527,-0.001127094296965694,0.0004848306001651412
2014-08-15,0.005045,0.00542,0.004969,0.00542,302191.0,-0.000558633345177484,-0.0010134021065718653,0.0004547687613943813
2014-08-19,0.00543,0.00543,0.004977,0.005041,176131.0,-0.0005169645479059246,-0.0009141145948133956,0.00039715004690747105
2014-08-23,0.005271,0.005271,0.005013,0.005013,104533.0,-0.0004806591709586401,-0.0008274235100247851,0.000346764339066145
2014-08-27,0.005152,0.005152,0.004835,0.005008,165130.99999999997,-0.0004471356911694485,-0.0007513659462413232,0.0003042302550718747
2014-08-31,0.005053,0.005053,0.004896,0.004896,111074.00000000001,-0.00042470635606484206,-0.0006860340281975096,0.00026132767213266756
2014-09-03,0.005024,0.005024,0.004643,0.004777,192231.00000000003,-0.00041178306552676347,-0.0006311838356576398,0.0002194007701308763
2014-09-07,0.004813,0.004873,0.00471,0.00471,88091.99999999999,-0.00040230817058679435,-0.0005854087026396514,0.00018310053205285702
2014-09-11,0.004706,0.004747,0.004706,0.004746,110880.00000000003,-0.0003874289550451467,-0.0005458127531181075,0.0001583837980729608
2014-09-15,0.004696,0.005166,0.004696,0.005053,343049.99999999994,-0.00034687264144276937,-0.0005060247307809152,0.0001591520893381458
2014-09-19,0.005109,0.005449,0.004943,0.004943,409000.0000000001,-0.0003199174980612783,-0.0004688032842353977,0.00014888578617411943
2014-09-23,0.004787,0.004787,0.004564,0.004595,325619.0,-0.00032290729184767004,-0.0004396240857568549,0.00011671679390918487
2014-09-27,0.004629,0.004716,0.004606,0.004716,224461.0,-0.00031191935154399174,-0.00041408313891358407,0.00010216378736959233
2014-09-30,0.005276,0.005276,0.004654,0.004654,109635.0,-0.00030470074048075373,-0.00039220665922653944,8.75059187457857e-05
2014-10-03,0.00477,0.004986,0.00477,0.004986,252266.00000000003,-0.0002690931361355774,-0.00036758395460791615,9.849081847233875e-05
2014-10-07,0.004941,0.004941,0.004709,0.004772,145280.0,-0.00025519719238034297,-0.0003451066021620869,8.99094097817439e-05
2014-10-11,0.004787,0.004866,0.004758,0.004758,260383.0,-0.00024251841111099393,-0.0003245889639516385,8.207055284064458e-05
