date_price,open,high,low,close,volume,rs_14,rsi_14
2013-08-07,0.00587384,0.00587384,0.00448605,0.00448605,0.0,,
2013-08-11,0.00419553,0.00437208,0.00419553,0.00437208,0.0,0.0,0.0
2013-08-15,0.00439693,0.00439693,0.00332756,0.00332756,0.0,0.0,0.0
2013-08-19,0.0029013,0.00619764,0.0029013,0.00555976,0.0,2.0897198113310735,67.63460569037187
2013-08-23,0.00606081,0.00633807,0.0051352,0.0051352,0.0,1.4633539308687622,59.404940253659554
2013-08-27,0.00552798,0.0064659,0.00552798,0.00641998,0.0,2.4401736290228557,70.93169973853793
2013-08-31,0.00634881,0.00634881,0.00582002,0.00586333,0.0,1.6761999918245953,62.63358481971244
2013-09-03,0.00580064,0.00580064,0.00562712,0.00567312,0.0,1.5030341220219423,60.0484871060326
2013-09-07,0.005577,0.006188,0.005577,0.006188,0.0,1.8041917200845314,64.33910018214249
2013-09-11,0.00614238,0.00618881,0.00585396,0.00608146,0.0,1.6907275336876468,62.835330315682384
2013-09-15,0.00642623,0.0065889,0.00634135,0.0064294,0.0,1.9119109022679563,65.65828991466927
2013-09-19,0.00704318,0.0111217,0.00704318,0.0111217,0.0,5.124229136944014,83.6714143504598
2013-09-23,0.0101137,0.0104008,0.00974518,0.0100193,0.0,2.826771873326472,73.86831425802404
2013-09-27,0.010433,0.011676,0.010433,0.011676,,3.5523902134119414,78.03351749035335
2013-09-30,0.0143469,0.0143469,0.0110409,0.0110409,0.0,2.7335223840256235,73.21564203609347
2013-10-03,0.0119368,0.0119368,0.00840092,0.00840092,0.0,1.345305582656131,57.361633068409404
2013-10-07,0.00946689,0.0103753,0.0092795,0.00933073,0.0,1.537930702099598,60.59782092660321
2013-10-11,0.00971878,0.010089,0.00906698,0.00906698,0.0,1.452463202504264,59.224668530036325
2013-10-15,0.00891616,0.00891616,0.00798699,0.00798699,0.0,1.166578906107428,53.84428431472895
2013-10-19,0.00758473,0.00776709,0.00729291,0.00729291,0.0,1.0267138959646747,50.65904457501042
2013-10-23,0.00753032,0.00753032,0.00674171,0.0074298,0.0,1.052178787950404,51.271302194934904
2013-10-27,0.00872816,0.00872816,0.00630711,0.00664484,0.0,0.9092028047985077,47.62211759344564
2013-10-31,0.0063276,0.0063276,0.00593466,0.00599734,0.0,0.8112724743170424,44.790195060129776
2013-11-03,0.00618308,0.00715258,0.00618308,0.00715258,0.0,1.0182263584864628,50.4515439611078
2013-11-07,0.00719038,0.00889267,0.0069937,0.00889267,0.0,1.3539313189116784,57.51787692504376
2013-11-11,0.0105597,0.0105597,0.00837478,0.00837478,0.0,1.222402072062529,55.00364166453746
2013-11-15,0.00892624,0.0105099,0.00892624,0.0096295,0.0,1.475868052490494,59.61012546714302
2013-11-19,0.00998194,0.0109638,0.0082943,0.0082943,0.0,1.143665547809534,53.35093195756064
2013-11-23,0.00728586,0.00995799,0.00728586,0.00995799,0.0,1.4457067127188612,59.112022925745144
2013-11-27,0.0134786,0.0234877,0.0134786,0.0234877,0.0,4.090957800546112,80.3573307975028
2013-11-30,0.0297636,0.0357765,0.0297636,0.0357765,0.0,6.678411417314641,86.97647279299176
2013-12-03,0.052731,0.057516,0.0491969,0.0491969,0.0,9.721490514095231,90.67293863026481
2013-12-07,0.054397,0.054397,0.0346756,0.0346756,0.0,2.1384742526628444,68.13738398039914
2013-12-11,0.034439,0.0437476,0.034439,0.0380613,0.0,2.334330211687555,70.00896922282077
2013-12-15,0.034566,0.034566,0.0290606,0.0290606,0.0,1.4956712008356128,59.93061907894056
2013-12-19,0.0234149,0.0234149,0.0168461,0.0207833,0.0,1.1031555529551416,52.45239951011226
2013-12-23,0.0214271,0.0231614,0.0214271,0.0231614,0.0,1.1843538542716219,54.219871563188086
2013-12-27,0.0225342,0.0264432,0.0219629,0.0264432,133863.0,1.3050278310289547,56.61657588083853
2013-12-31,0.0273354,0.0276683,0.0272621,0.0274381,63399.0,1.3444250556444841,57.34561880780193
2014-01-03,0.0270432,0.028997,0.0270432,0.0276943,89287.0,1.3553507741357882,57.543478832068466
2014-01-07,0.0280872,0.0280872,0.0237737,0.0237737,75928.0,1.1485476410226818,53.45693151472255
2014-01-11,0.0231652,0.0239417,0.0225619,0.0239417,69314.0,1.1555888435385746,53.608963833825634
2014-01-15,0.0221986,0.0222549,0.021214,0.0222549,25227.0,1.0738323401964633,51.78009424304447
2014-01-19,0.0210663,0.0213437,0.0204377,0.0213437,17951.0,1.0313827376035765,50.77244767868311
2014-01-23,0.0207658,0.0207658,0.0191161,0.0191161,81644.0,0.9341602529626873,48.29797590617268
2014-01-27,0.0182854,0.0204128,0.0182854,0.0204128,66064.0,0.993252954157203,49.83075289494178
2014-01-31,0.0209537,0.0209537,0.0203371,0.0203371,82570.0,0.9895765412178085,49.738048309118795
2014-02-03,0.0206331,0.0214641,0.0206331,0.0214641,92102.0,1.048920585556102,51.19381360851583
2014-02-07,0.0214894,0.0214894,0.0183476,0.0183476,94078.0,0.8913875619073783,47.12876302350506
2014-02-11,0.0184492,0.0184492,0.0173264,0.0182464,135739.0,0.8867304285253966,46.998257680003306
2014-02-15,0.0172474,0.0172474,0.0157666,0.0159131,158770.0,0.7849075510824337,43.97468936732532
2014-02-19,0.0161888,0.0161888,0.0152173,0.0152173,191498.0,0.7569921633549397,43.084549785895405
2014-02-23,0.0153568,0.0156294,0.0145808,0.0156294,88774.0,0.7796766016895209,43.810015873071634
2014-02-27,0.0149639,0.0149639,0.0113426,0.0138436,151039.0,0.7050392512407752,41.350323796224075
2014-02-28,0.0141288,0.0141288,0.0136833,0.0139152,29209.0,0.7091726432916547,41.49215973442426
2014-03-07,0.015657,0.0160143,0.0152577,0.0152577,165546.0,0.792635367395952,44.21620714464444
2014-03-11,0.0147279,0.0147453,0.0144892,0.0147453,107847.0,0.7663450153098486,43.385918870182785
2014-03-15,0.0143696,0.0143696,0.0142599,0.0143668,65615.0,0.7466444696872379,42.7473640254296
2014-03-19,0.0143675,0.0143675,0.0136943,0.014008,109271.0,0.7275508398882573,42.11458343740073
2014-03-23,0.0136985,0.0136985,0.0127485,0.0127485,179944.0,0.6634164049640661,39.88276194609236
2014-03-27,0.0125302,0.0127315,0.0110146,0.0110146,229366.0,0.5867364962113124,36.97756354708402
2014-03-31,0.010733,0.010733,0.00905744,0.00905744,203590.0,0.5144546194839252,33.96962925566129
2014-04-03,0.00870306,0.00972158,0.00776135,0.00776135,172873.0,0.47290617105417787,32.10701267655854
2014-04-07,0.00774317,0.00831574,0.00774317,0.00822231,63143.0,0.5038390615032842,33.503522710710214
